Block,Street,lat,lon
1500,YEW ST,49.27243405,-123.15467045096503
1600,CHESTNUT ST,49.27268631494446,-123.14639852077805
500,BROUGHTON ST,49.287241625731355,-123.13097537031018
1200,W PENDER ST,49.2802225,-123.02352404999999
600,JERVIS ST,49.282457726818144,-123.13547628414761
900,W 7TH AVE,49.264726471922174,-123.10786395058216
1500,KINGSWAY,49.241372639934724,-123.05686279086896
2600,COMMERCIAL DRIVE,49.25649399485546,-123.06985350204602
400,E 6TH AVE,49.26545458360071,-123.09793894839464
3200,W 32ND AVE,49.243368668894256,-123.1938669562315
3800,W 21ST AVE,49.2524419181841,-123.11775320811996
2800,E 12TH AVE,49.25951755762233,-123.06402647371863
2300,E 5TH AVE,49.266155188062044,-123.0910227225303
2300,E 8TH AVE,49.26340290713782,-123.08615921498024
1600,COMMERCIAL DRIVE,49.25649399485546,-123.06985350204602
300,GLEN DRIVE,49.278995991641985,-123.08134034625425
2100,PINE ST,49.26931152312224,-123.1431914430584
100,ROBSON ST,49.29243851667212,-123.13692796815148
200,W GEORGIA ST,49.2784661,-123.0235409
1300,KINGSWAY,49.241372639934724,-123.05686279086896
600,E 24TH AVE,49.24877964096827,-123.04036769916765
2800,E 10TH AVE,49.26158087156491,-123.09514400292088
100,E 53RD AVE,49.221797459285646,-123.0925389202363
2600,DUKE ST,49.239175195856994,-123.05005684403575
4100,MILLER ST,49.247919365724584,-123.06860203199068
1400,KAMLOOPS ST,49.28052861989227,-123.05459685966478
1800,KASLO ST,49.246413081290015,-123.04710411476991
300,E 7TH AVE,49.264326777945506,-123.08808173629431
200,CAMBIE ST,49.2492150960783,-123.11539090524424
3300,CAROLINA ST,49.26528011809774,-123.09102024702057
800,E 16TH AVE,49.25626249883069,-123.06695746156976
4100,SELKIRK ST,49.20710606279102,-123.13334566296957
4100,ANGUS DRIVE,49.252846183252984,-123.14476473698798
2800,W 21ST AVE,49.2524419181841,-123.11775320811996
3600,W 22ND AVE,49.25266139313618,-123.15720660091159
2200,W 16TH AVE,49.256704567911285,-123.10745141415488
3000,OAK ST,49.26495006006897,-123.12654574185166
1100,W 7TH AVE,49.2649702,-123.12955272412587
600,W 13TH AVE,49.260974766827346,-123.2006672182947
100,E 26TH AVE,49.247629202668115,-123.06391492001853
3900,PRINCE ALBERT ST,49.212924011360265,-123.08815105623131
700,E 14TH AVE,49.257804432505125,-123.07661155447381
1800,W 3RD AVE,49.26885462785312,-123.13918976627207
1100,HAMILTON ST,49.2805274054667,-123.11336910827367
500,E PENDER ST,49.2802225,-123.02352404999999
200,N TEMPLETON DRIVE,49.25859697265916,-123.0601634914135
3300,E 23RD AVE,49.25023043665837,-123.09767896981026
3300,E 58TH AVE,49.21762173196085,-123.10201157113686
3100,RIVERWALK AVE,49.20593601142029,-123.04061321519377
8500,JACK UPPAL ST,49.20491005460197,-123.03404883598567
2500,ETON ST,49.287522140847535,-123.05923182574328
100,SEMLIN DRIVE,49.278738864866924,-123.06368558580117
200,HOWE ST,49.28478563333309,-123.11664266117666
500,MOBERLY RD,49.267119696005444,-123.11769231445851
3300,OAK ST,49.255765350000004,-123.12688449483332
200,W 49TH AVE,49.22713793248659,-123.15341155736996
700,W 28TH AVE,49.247115907458166,-123.18197003463287
2200,HEMLOCK ST,49.264674352316796,-123.13607219335802
2900,HEMLOCK ST,49.264674352316796,-123.13607219335802
2300,CORNWALL AVE,49.272527866758566,-123.15140247306292
2400,CORNWALL AVE,49.272527866758566,-123.15140247306292
3600,W 16TH AVE,49.256704567911285,-123.10745141415488
2000,VINE ST,49.23984419596111,-123.15974756312896
600,W CORDOVA ST,49.28775548425263,-123.1166327266634
0,E 2ND AVE,49.268471354173876,-123.01900681315158
0,W 1ST AVE,49.27115066311537,-123.14084618378423
100,WALTER HARDWICK AVE,49.27094292125196,-123.10699140336123
2200,YUKON ST,49.265012373996754,-123.11284932674448
2100,MANITOBA ST,49.26699403571597,-123.10667013142847
1700,W 68TH AVE,49.2105823164659,-123.14447798876422
1600,E 22ND AVE,49.250606525513945,-123.038916243761
500,E 13TH AVE,49.258734860130964,-123.07954455460225
2300,E 30TH AVE,49.240258408677185,-123.05749008131771
3300,KINGSWAY,49.241372639934724,-123.05686279086896
1600,E 5TH AVE,49.266155188062044,-123.0910227225303
1600,CHARLES ST,49.27316304134922,-123.0789221961938
7000,MONT ROYAL SQUARE,49.21935311585492,-123.03784504957164
3000,SE MARINE DRIVE,49.21101899615082,-123.0791664987635
2000,E 30TH AVE,49.240258408677185,-123.05749008131771
200,E 26TH AVE,49.247629202668115,-123.06391492001853
2800,LAUREL ST,49.24989484740089,-123.12469369334647
600,RICHARDS ST,49.28389251320959,-123.11219890599861
1000,W PENDER ST,49.2802225,-123.02352404999999
2200,SKEENA ST,49.2745255565842,-123.02840066858404
2000,COMOX ST,49.2825789439808,-123.13029140733785
500,INDUSTRIAL AVE,49.2687510042113,-123.09136793552487
400,E 4TH AVE,49.26733684006582,-123.10177691347558
2600,ALDER ST,49.259951199730736,-123.13150509283193
2800,GRANVILLE ST,49.25901295951559,-123.13874691672915
1000,W 6TH AVE,49.266263496690875,-123.14330665670455
1500,MAPLE ST,49.2628550469776,-123.15056822932132
3000,W 8TH AVE,49.26445433343878,-123.1349402207505
2300,BALSAM ST,49.2661034239486,-123.15996904634517
1600,LARCH ST,49.27048938360201,-123.16217457246356
5700,LARCH ST,49.2344036,-123.16236235171536
5700,VICTORIA DRIVE,49.2460053912135,-123.06508605765929
300,SLOCAN ST,49.265755236429555,-123.0495334
8500,RIVERGRASS DRIVE,49.20539612467453,-123.02828089407127
700,E 26TH AVE,49.247629202668115,-123.06391492001853
1400,OLD BRIDGE CT,49.26875185668659,-123.13709678436626
1900,W 6TH AVE,49.266263496690875,-123.14330665670455
4200,WILLOW ST,49.23517238349831,-123.12383362819509
4200,FRASER ST,49.26197907672559,-123.08913300412429
5800,LARCH ST,49.27048938360201,-123.16217457246356
5600,MAPLE ST,49.2628550469776,-123.15056822932132
3300,FINDLAY ST,49.25505216084607,-123.06791907920118
3500,E SAWMILL CRESCENT,49.20587474453244,-123.03066917218284
8500,RIVER DISTRICT CROSSING,49.20592733386852,-123.03106568734877
200,VICTORIA DRIVE,49.2460053912135,-123.06508605765929
6700,KNIGHT ST,49.254702312434496,-123.075899184709
6900,KNIGHT ST,49.254702312434496,-123.075899184709
6100,VICTORIA DRIVE,49.2460053912135,-123.06508605765929
2000,E 36TH AVE,49.238110035122276,-123.09934986832835
3400,CROWLEY DRIVE,49.23721983562402,-123.0320245956084
3300,VANNESS AVE,49.24946702682313,-123.05912689558787
6600,RUPERT ST,49.269763649124016,-123.03356069854786
6500,GLADSTONE ST,49.24836521765495,-123.06050192799655
4500,INVERNESS ST,49.23284515702166,-123.07980512058893
4100,KASLO ST,49.246413081290015,-123.04710411476991
2500,E HASTINGS ST,49.281125450000005,-123.0235139
1300,E 23RD AVE,49.25023043665837,-123.09767896981026
3000,CAMBIE ST,49.2586199,-123.114831
3000,WILLOW ST,49.23517238349831,-123.12383362819509
4900,KERSLAND DRIVE,49.23859832062558,-123.11451049337468
2700,FIR ST,49.26508537593947,-123.14080772960756
300,RAILWAY ST,49.28460684200692,-123.09658239238219
100,GORE AVE,49.27852219359092,-123.09708823255964
300,POWELL ST,49.2829921,-123.0974576
1000,PACIFIC ST,49.27411448989875,-123.12811737133056
1200,BURNABY ST,49.28539689610159,-123.14109782086207
2300,YUKON ST,49.265012373996754,-123.11284932674448
200,W 8TH AVE,49.26445433343878,-123.1349402207505
2400,ONTARIO ST,49.24747198861629,-123.10505632911918
100,E 8TH AVE,49.26340290713782,-123.08615921498024
500,W BROADWAY,49.263649475047416,-123.1389344042681
400,W 48TH AVE,49.227353978722505,-123.12430368958432
600,E PENDER ST,49.2802225,-123.02352404999999
4200,MAIN ST,49.264741967509515,-123.1009572308099
3900,MAIN ST,49.25011415,-123.10066439065264
3800,MAIN ST,49.264741967509515,-123.1009572308099
3700,MAIN ST,49.264741967509515,-123.1009572308099
5500,BALSAM ST,49.2661034239486,-123.15996904634517
0,PEVERIL AVE,49.24562250389072,-123.10678386645493
4300,DINMONT AVE,49.24569687540732,-123.10960396543682
0,E 32ND AVE,49.24169369965523,-123.08816048101498
2200,YEW ST,49.25062300600435,-123.1558043313721
2000,W 8TH AVE,49.26445433343878,-123.1349402207505
500,SMITHE ST,49.28209979869905,-123.12420930935966
1800,E 7TH AVE,49.264326777945506,-123.08808173629431
2700,KASLO ST,49.246413081290015,-123.04710411476991
2400,KAMLOOPS ST,49.28052861989227,-123.05459685966478
1000,E 8TH AVE,49.26340290713782,-123.08615921498024
2400,WINDSOR ST,49.26290687922258,-123.08329920426632
800,E 8TH AVE,49.26340290713782,-123.08615921498024
700,E 6TH AVE,49.26545458360071,-123.09793894839464
2600,W 10TH AVE,49.26298122342149,-123.16007935506033
2300,WILLOW ST,49.23517238349831,-123.12383362819509
400,INDUSTRIAL AVE,49.2687510042113,-123.09136793552487
200,PENTICTON ST,49.27930547359348,-123.05196823517933
600,W 71ST AVE,49.206891691580495,-123.12821450354454
2500,E BROADWAY,49.262535856467814,-123.08996222928953
800,W 28TH AVE,49.247115907458166,-123.18197003463287
2300,STEPHENS ST,49.27062144655092,-123.16629649897213
2300,GLEN DRIVE,49.278995991641985,-123.08134034625425
1200,MCLEAN DRIVE,49.27584241126285,-123.07444871076514
1800,E GEORGIA ST,49.27844847903419,-123.06804087991782
2100,TRIUMPH ST,49.283922356599106,-123.06263477989124
400,CARRALL ST,49.2837406873753,-123.10431602581208
500,E 45TH AVE,49.22934948079243,-123.10017620047115
3400,COMMERCIAL ST,49.23924248675055,-123.06854388484463
300,WOODLAND DRIVE,49.25616149370262,-123.07430357621334
1900,FRANKLIN ST,49.28230491145681,-123.08022185053078
200,GLEN DRIVE,49.278995991641985,-123.08134034625425
1500,W 11TH AVE,49.26278126382685,-123.20060620052341
3100,FIR ST,49.26508537593947,-123.14080772960756
3000,FIR ST,49.26508537593947,-123.14080772960756
1700,W 11TH AVE,49.26278126382685,-123.20060620052341
1700,FIR ST,49.26508537593947,-123.14080772960756
900,HAMILTON ST,49.2805274054667,-123.11336910827367
700,W PENDER ST,49.2846592,-123.11544980149253
0,SMITHE ST,49.28209979869905,-123.12420930935966
900,ROBSON ST,49.29243851667212,-123.13692796815148
1900,VINE ST,49.23984419596111,-123.15974756312896
2100,YEW ST,49.25062300600435,-123.1558043313721
2000,W 5TH AVE,49.26653047663682,-123.10709823256131
2100,E 30TH AVE,49.240258408677185,-123.05749008131771
5200,MELBOURNE ST,49.2362006067569,-123.02852536495048
5100,GASTON ST,49.23698598781823,-123.03030405669026
1800,E 6TH AVE,49.26545458360071,-123.09793894839464
100,W GEORGIA ST,49.2784661,-123.0235409
8600,LAUREL ST,49.24989484740089,-123.12469369334647
900,W 15TH AVE,49.2576265,-123.1246436
3000,LAUREL ST,49.24989484740089,-123.12469369334647
800,W 15TH AVE,49.257730642146186,-123.11010823265529
500,W 39TH AVE,49.235554926683946,-123.12044643681361
6600,CAMBIE ST,49.2492150960783,-123.11539090524424
500,W 24TH AVE,49.250136773854464,-123.12348446020493
1900,WYLIE ST,49.26802353948193,-123.11365297117145
2000,YUKON ST,49.265012373996754,-123.11284932674448
300,W 8TH AVE,49.26445433343878,-123.1349402207505
300,ABBOTT ST,49.28411006755971,-123.10631053579574
1000,MELVILLE ST,49.28556667696281,-123.1206797548102
900,EXPO BLVD,49.27639029788111,-123.11399663984523
1000,DAVIE ST,49.27359439420446,-123.12061726969179
1100,BROUGHTON ST,49.287241625731355,-123.13097537031018
1400,NELSON ST,49.28663422573088,-123.13439612729385
1400,DAVIE ST,49.27359439420446,-123.12061726969179
1200,W 7TH AVE,49.264726471922174,-123.10786395058216
1200,W 8TH AVE,49.26445433343878,-123.1349402207505
5800,TISDALL ST,49.22267027369213,-123.1207582217214
2900,SE MARINE DRIVE,49.21101899615082,-123.0791664987635
1800,VICTORIA DIVERSION,49.25369562398309,-123.06724846264116
800,DRAKE ST,49.272676195349675,-123.12251200235632
1300,DAVIE ST,49.27359439420446,-123.12061726969179
1000,GILFORD ST,49.29021774107246,-123.14045997063286
1000,CHILCO ST,49.29022524969598,-123.1431699781116
2100,LARCH ST,49.27048938360201,-123.16217457246356
2300,LARCH ST,49.27048938360201,-123.16217457246356
2500,W 7TH AVE,49.264726471922174,-123.10786395058216
1800,W 2ND AVE,49.268471354173876,-123.01900681315158
1600,COMOX ST,49.2825789439808,-123.13029140733785
1400,BURNABY ST,49.28539689610159,-123.14109782086207
700,DUNSMUIR ST,49.28281542265042,-123.11520663229886
1900,PENDRELL ST,49.28943044828831,-123.14302415129735
1100,THURLOW ST,49.284435007954905,-123.12510257255244
1800,NELSON ST,49.28663422573088,-123.13439612729385
1900,MAPLE ST,49.2628550469776,-123.15056822932132
300,W 2ND AVE,49.268471354173876,-123.01900681315158
1000,HARWOOD ST,49.28356605132126,-123.14041724015753
1600,E 13TH AVE,49.258734860130964,-123.07954455460225
1600,GRANVILLE ST,49.25901295951559,-123.13874691672915
1000,SCANTLINGS,49.267180498182874,-123.12821011519469
800,THURLOW ST,49.284435007954905,-123.12510257255244
1400,W 6TH AVE,49.266263496690875,-123.14330665670455
2200,BURRARD ST,49.28347620299196,-123.12253533515829
2100,ETON ST,49.287522140847535,-123.05923182574328
7900,YUKON ST,49.265012373996754,-123.11284932674448
8500,LAUREL ST,49.24989484740089,-123.12469369334647
800,W 42ND AVE,49.23284977919072,-123.12326058130559
3100,DUNBAR ST,49.26602421497274,-123.18373133802886
1800,CREELMAN AVE,49.27449836796125,-123.15016020140685
700,E 43RD AVE,49.23086799715353,-123.05423499659204
2700,CHARLES ST,49.27316304134922,-123.0789221961938
600,NELSON ST,49.28663422573088,-123.13439612729385
100,E 50TH AVE,49.224537804041546,-123.09227203069273
6500,QUEBEC ST,49.271086992086865,-123.10239064507557
4500,TODD ST,49.242574918433284,-123.04557510450135
4700,GLADSTONE ST,49.24836521765495,-123.06050192799655
2000,HARRISON DRIVE,49.21090513353327,-123.06766411914948
2600,WAVERLEY AVE,49.22693484203493,-123.05690272849698
500,E GEORGIA ST,49.2784661,-123.0235409
600,HEATLEY AVE,49.28208361166738,-123.08949670571211
1700,E PENDER ST,49.2802225,-123.02352404999999
5400,CECIL ST,49.23595137712137,-123.03560172232613
200,E 20TH AVE,49.25282915,-123.10063790000001
900,W 13TH AVE,49.260974766827346,-123.2006672182947
11100,BONSAI ST,49.25733362638408,-123.16774889195277
7800,WINDSOR ST,49.26290687922258,-123.08329920426632
1000,E 59TH AVE,49.2159649,-123.08427546171356
1000,CYPRESS ST,49.2765714,-123.1473831
1900,HOSMER AVE,49.25303690142036,-123.14807672641565
4200,W 11TH AVE,49.26278126382685,-123.20060620052341
2600,DISCOVERY ST,49.2628519326281,-123.20306074403786
3900,W 37TH AVE,49.23731905788833,-123.11888712259989
2400,W 3RD AVE,49.26885462785312,-123.13918976627207
2900,W 2ND AVE,49.26968297868206,-123.13941241733518
2600,W 5TH AVE,49.26653047663682,-123.10709823256131
3200,WILLOW ST,49.23517238349831,-123.12383362819509
3100,WILLOW ST,49.23517238349831,-123.12383362819509
1100,COMOX ST,49.2825789439808,-123.13029140733785
1300,COMOX ST,49.2825789439808,-123.13029140733785
2900,WILLOW ST,49.23517238349831,-123.12383362819509
1700,MANITOBA ST,49.26699403571597,-123.10667013142847
900,BROUGHTON ST,49.287241625731355,-123.13097537031018
1400,MAXINE LANE,49.2816075960739,-123.13631991022216
900,BURRARD ST,49.2819978,-123.124346
2100,W 5TH AVE,49.26653047663682,-123.10709823256131
2300,W 10TH AVE,49.26298122342149,-123.16007935506033
2800,VINE ST,49.23984419596111,-123.15974756312896
1600,HARO ST,49.28794214986822,-123.13212207846966
3200,CAMBIE ST,49.2492150960783,-123.11539090524424
700,JACKSON AVE,49.2783244,-123.0933932
700,RAYMUR AVE,49.277098086044454,-123.08258643871731
400,VERNON DRIVE,49.280369482785666,-123.07910136652104
1300,THE CRESCENT,49.2556543,-123.13513334944183
2300,W 7TH AVE,49.264726471922174,-123.10786395058216
100,SITKA SQUARE,49.2668159,-123.1288726543
200,E 18TH AVE,49.254373010058615,-123.07397280692177
600,W 12TH AVE,49.26106802909867,-123.15665680117485
1000,BARCLAY ST,49.285540231307856,-123.1305701744151
900,DENMAN ST,49.293252185071,-123.13278832372042
2900,W 4TH AVE,49.268372708414766,-123.16802979988441
2800,W 4TH AVE,49.268372708414766,-123.16802979988441
4500,W 10TH AVE,49.26298122342149,-123.16007935506033
4400,W 10TH AVE,49.26298122342149,-123.16007935506033
2400,W 2ND AVE,49.26968297868206,-123.13941241733518
1900,BARCLAY ST,49.285540231307856,-123.1305701744151
1100,BIDWELL ST,49.28702775,-123.13830014460507
0,MIDLOTHIAN AVE,49.24446599417108,-123.11080132771585
2500,POINT GREY RD,49.27204580353642,-123.16662029125202
700,PACIFIC BLVD,49.273492251728335,-123.12367410015517
1700,ONTARIO ST,49.24747198861629,-123.10505632911918
900,CHILCO ST,49.29022524969598,-123.1431699781116
1600,BARCLAY ST,49.285540231307856,-123.1305701744151
100,E CORDOVA ST,49.2820822,-123.10205287853609
1000,HAMILTON ST,49.2805274054667,-123.11336910827367
1900,BALSAM ST,49.2661034239486,-123.15996904634517
4500,NW MARINE DRIVE,49.2748108536942,-123.20624349335134
1400,LARCH ST,49.27048938360201,-123.16217457246356
1200,W 10TH AVE,49.2622963,-123.13169481190923
200,E 16TH AVE,49.25626249883069,-123.06695746156976
1300,RICHARDS ST,49.274403750000005,-123.12598242090463
800,HELMCKEN ST,49.27812185749912,-123.12448432469849
400,DUNSMUIR ST,49.28281542265042,-123.11520663229886
7700,ROSS ST,49.23835599382899,-123.08243256151387
2400,TRUTCH ST,49.265902007961024,-123.17585447272221
1400,KINGSWAY,49.241372639934724,-123.05686279086896
5200,RUPERT ST,49.269763649124016,-123.03356069854786
700,DRAKE ST,49.272676195349675,-123.12251200235632
500,DAVIE ST,49.27359439420446,-123.12061726969179
1600,STATION ST,49.27086541433368,-123.09807326654818
1000,COMOX ST,49.2825789439808,-123.13029140733785
900,STATION ST,49.27086541433368,-123.09807326654818
1100,GILFORD ST,49.29021774107246,-123.14045997063286
3600,RAE AVE,49.23660384143848,-123.02455473747128
2600,RENFREW ST,49.27723629693654,-123.04405246073875
2300,W 41ST AVE,49.2334763157178,-123.11285640861217
1700,COOK ST,49.269433201573435,-123.11041902227637
2400,FIR ST,49.26508537593947,-123.14080772960756
1600,SALSBURY DRIVE,49.27485750593576,-123.06759809731922
100,W 11TH AVE,49.26278126382685,-123.20060620052341
5800,ORMIDALE ST,49.23071049302921,-123.0250712452849
100,W 6TH AVE,49.266263496690875,-123.14330665670455
2400,BALACLAVA ST,49.25874044131221,-123.17418700135971
1100,MAXINE LANE,49.2816075960739,-123.13631991022216
1500,ALBERNI ST,49.289379,-123.13056579244713
400,W 13TH AVE,49.260974766827346,-123.2006672182947
3600,W 6TH AVE,49.266263496690875,-123.14330665670455
2500,BLENHEIM ST,49.26380214201185,-123.17787799072661
2100,W 71ST AVE,49.206891691580495,-123.12821450354454
200,LAKEWOOD DRIVE,49.27899418387797,-123.06176183561813
0,JACKSON AVE,49.27960252323244,-123.09351101957476
3000,E 8TH AVE,49.26340290713782,-123.08615921498024
1700,NELSON ST,49.28663422573088,-123.13439612729385
200,W 1ST AVE,49.27115066311537,-123.14084618378423
4700,NW MARINE DRIVE,49.2748108536942,-123.20624349335134
2400,YORK AVE,49.2716381118561,-123.1516271486822
1600,EIHU LANE,49.285004514390224,-123.1243629441943
900,COOPERAGE WAY,49.27398626873299,-123.11366586103748
0,TAYLOR ST,49.280101069326925,-123.10589101563566
6700,CAMBIE ST,49.2492150960783,-123.11539090524424
8100,LORD ST,49.210081129634474,-123.1186357996377
400,W 7TH AVE,49.264726471922174,-123.10786395058216
1100,PACIFIC ST,49.27411448989875,-123.12811737133056
1300,PENDRELL ST,49.28943044828831,-123.14302415129735
1500,DAVIE ST,49.27359439420446,-123.12061726969179
1300,W 8TH AVE,49.2640479,-123.13461195397178
2400,COMMERCIAL DRIVE,49.25649399485546,-123.06985350204602
700,W 68TH AVE,49.2105823164659,-123.14447798876422
4200,VICTORIA DRIVE,49.2460053912135,-123.06508605765929
1500,GRANT ST,49.27148204398399,-123.07544380736825
0,W HASTINGS ST,49.289948817085296,-123.12668230100182
1600,WESTERN ST,49.2709400010906,-123.09987967209442
2600,OAK ST,49.26495006006897,-123.12654574185166
1800,WALLACE ST,49.26037759984131,-123.1909952552061
3000,GARDEN DRIVE,49.25748097494034,-123.05824987898282
2600,MAPLE ST,49.2628550469776,-123.15056822932132
3600,W 35TH AVE,49.240400244675655,-123.16535093031861
5800,ELM ST,49.230066422567155,-123.16432540438556
1300,W 43RD AVE,49.23280413347681,-123.17446699979811
1200,W 41ST AVE,49.2334763157178,-123.11285640861217
400,E 19TH AVE,49.25318969577162,-123.04570269440835
1200,E KING EDWARD AVE,49.24853956064168,-123.08414099818646
2000,E 37TH AVE,49.23683964782892,-123.07529558315449
3600,FLEMING ST,49.25536929265355,-123.07094366099771
800,TEMPLETON DRIVE,49.25859697265916,-123.0601634914135
2100,WALL ST,49.2907027,-123.05651357315898
2600,NAPIER ST,49.274978787421794,-123.05172873714271
1500,E 6TH AVE,49.26545458360071,-123.09793894839464
1900,W 44TH AVE,49.23058167784656,-123.11194900261057
2200,SPRUCE ST,49.262913132680694,-123.12901615315035
700,W 7TH AVE,49.264726471922174,-123.10786395058216
2700,ST GEORGE ST,49.21153931821845,-123.09429233756627
3200,SOPHIA ST,49.230699287575305,-123.09946196289492
2100,W 42ND AVE,49.23284977919072,-123.12326058130559
2100,W 2ND AVE,49.26968297868206,-123.13941241733518
2100,YORK AVE,49.2716381118561,-123.1516271486822
2000,W 10TH AVE,49.26298122342149,-123.16007935506033
1700,MAPLE ST,49.2628550469776,-123.15056822932132
400,E 10TH AVE,49.26158087156491,-123.09514400292088
2400,KINGSWAY,49.240436849999995,-123.0562436711188
1600,FRANKLIN ST,49.2820775,-123.0724241
2600,E 49TH AVE,49.224197849999996,-123.05362530836749
1600,WILLIAM ST,49.27402798262585,-123.07588470098692
5100,FAIRMONT ST,49.23776815503559,-123.045675282432
1100,W 33RD AVE,49.241131821058204,-123.11968209948232
1900,W 42ND AVE,49.23284977919072,-123.12326058130559
1900,W 43RD AVE,49.23280413347681,-123.17446699979811
3700,DUMFRIES ST,49.2554188623991,-123.07287419511081
3700,POINT GREY RD,49.27204580353642,-123.16662029125202
1600,E HASTINGS ST,49.281125450000005,-123.0235139
2900,E BROADWAY,49.262535856467814,-123.08996222928953
1100,BEACH AVE,49.28888179240232,-123.14328157569678
3800,W 2ND AVE,49.268471354173876,-123.01900681315158
500,E BROADWAY,49.262535856467814,-123.08996222928953
2800,TRIUMPH ST,49.283922356599106,-123.06263477989124
2900,GRANDVIEW HWY,49.25810815312953,-123.03563183049171
800,E 22ND AVE,49.250606525513945,-123.038916243761
2800,SLOCAN ST,49.265755236429555,-123.0495334
900,PARKER ST,49.27566567381834,-123.05722840702906
800,JERVIS ST,49.282457726818144,-123.13547628414761
1700,HIGHBURY ST,49.270455650428815,-123.18757916237124
3800,W 1ST AVE,49.27115066311537,-123.14084618378423
3800,W 4TH AVE,49.268372708414766,-123.16802979988441
4200,MANITOBA ST,49.26699403571597,-123.10667013142847
4500,ONTARIO ST,49.24747198861629,-123.10505632911918
400,POWELL ST,49.28405378163237,-123.06927969687074
1200,NELSON ST,49.28663422573088,-123.13439612729385
3700,W 4TH AVE,49.268372708414766,-123.16802979988441
1600,E 3RD AVE,49.26825564291384,-123.10272375540484
1600,QUEBEC ST,49.271086992086865,-123.10239064507557
1300,BUTE ST,49.28018938489427,-123.13578430526341
1100,CYPRESS ST,49.27115653749774,-123.14784700331332
2000,WHYTE AVE,49.27539364205101,-123.15098642529956
1400,WALNUT ST,49.27348193160482,-123.14894900584027
1400,THURLOW ST,49.284435007954905,-123.12510257255244
800,MAIN ST,49.264741967509515,-123.1009572308099
7900,CHESTER ST,49.231715907876804,-123.08921971318185
8000,CHESTER ST,49.231715907876804,-123.08921971318185
0,E HASTINGS ST,49.281125450000005,-123.0235139
2200,BIRCH ST,49.266700814991346,-123.13322355075118
2300,KINGSWAY,49.241372639934724,-123.05686279086896
5500,BOUNDARY RD,49.20664864201525,-123.02334473319803
3600,KINGSWAY,49.241372639934724,-123.05686279086896
5600,ORMIDALE ST,49.23071049302921,-123.0250712452849
800,MALKIN AVE,49.27439680150983,-123.086691767766
2800,GLEN DRIVE,49.278995991641985,-123.08134034625425
500,SEMLIN DRIVE,49.278738864866924,-123.06368558580117
3100,E 51ST AVE,49.22290135894346,-123.0389354363479
2100,W 1ST AVE,49.27115066311537,-123.14084618378423
2000,E 42ND AVE,49.232061251153965,-123.0638359973275
0,E 29TH AVE,49.244623510584034,-123.05435529699095
200,PRIOR ST,49.27673760484746,-123.09627428911169
500,JACKSON AVE,49.27960252323244,-123.09351101957476
500,HEATLEY AVE,49.28208361166738,-123.08949670571211
900,BEATTY ST,49.276188201634184,-123.11608284286763
2400,HIGHBURY ST,49.270455650428815,-123.18757916237124
3800,W 3RD AVE,49.26885462785312,-123.13918976627207
3600,W 5TH AVE,49.26653047663682,-123.10709823256131
3700,W 5TH AVE,49.26653047663682,-123.10709823256131
1800,NW MARINE DRIVE,49.2748108536942,-123.20624349335134
4200,LOCARNO CRESCENT,49.269084043695884,-123.20432762342077
4300,W 2ND AVE,49.26968297868206,-123.13941241733518
3700,W 1ST AVE,49.27115066311537,-123.14084618378423
3400,POINT GREY RD,49.27204580353642,-123.16662029125202
200,KEEFER ST,49.27922249467093,-123.1035282339291
800,JACKSON AVE,49.2773974,-123.09337200398846
100,MILROSS AVE,49.27607195388723,-123.10142808483471
100,PRIOR ST,49.27673760484746,-123.09627428911169
900,E CORDOVA ST,49.282048512351665,-123.08613822395507
300,CAMPBELL AVE,49.27830915104351,-123.08491650108232
1000,W 11TH AVE,49.26278126382685,-123.20060620052341
1300,W 14TH AVE,49.25867062193298,-123.12341669858058
1000,W 15TH AVE,49.257730642146186,-123.11010823265529
2900,SPRUCE ST,49.262913132680694,-123.12901615315035
900,W 14TH AVE,49.25867062193298,-123.12341669858058
1700,MCSPADDEN AVE,49.26643177235489,-123.06857344701558
4300,W 4TH AVE,49.268372708414766,-123.16802979988441
3700,W BROADWAY,49.263649475047416,-123.1389344042681
700,W GEORGIA ST,49.28272005,-123.11913294541526
3300,E 29TH AVE,49.244623510584034,-123.05435529699095
3000,NANAIMO ST,49.278484965548074,-123.05658138859958
2400,GRANVILLE ST,49.25901295951559,-123.13874691672915
1900,E 13TH AVE,49.258734860130964,-123.07954455460225
800,W 32ND AVE,49.243368668894256,-123.1938669562315
1900,QUEBEC ST,49.271086992086865,-123.10239064507557
2300,TRINITY ST,49.28932494570334,-123.05790398111628
2000,E 13TH AVE,49.258734860130964,-123.07954455460225
2100,E 13TH AVE,49.258734860130964,-123.07954455460225
4500,QUEBEC ST,49.271086992086865,-123.10239064507557
100,E 30TH AVE,49.240258408677185,-123.05749008131771
1700,E 20TH AVE,49.2525707807991,-123.07417675463365
3400,WELWYN ST,49.24886576741139,-123.06990533056121
2400,E PENDER ST,49.2802225,-123.02352404999999
3000,E PENDER ST,49.2802225,-123.02352404999999
2300,GRAVELEY ST,49.27052002648547,-123.0705910454805
500,KAMLOOPS ST,49.28052861989227,-123.05459685966478
2500,E PENDER ST,49.2802225,-123.02352404999999
2600,E PENDER ST,49.280263136498185,-123.06797654648987
2100,HIGHBURY ST,49.270455650428815,-123.18757916237124
3700,W 8TH AVE,49.26445433343878,-123.1349402207505
100,W 19TH AVE,49.25422770318468,-123.11607896297912
